appid,name,release_date,developer,genres,price
683670,BLOKDODGE,2017-09-19,Maxwell Volz;David Zeiser,Casual;Free to Play;Indie,0.0
683690,Supermarket Tycoon,2017-08-29,Nicholas Rizzo,Indie;Simulation;Strategy;Early Access,3.99
683730,CrownFall,2017-08-17,EnchantedLands;Oddeyefish,Action;Indie,0.0
683760,Strangers of the Power,2017-08-17,Tuomo Laine,Casual;Indie;RPG,1.69
683770,Rover Builder,2017-09-14,Hatfuls Games,Indie;Simulation;Strategy;Early Access,6.99
683790,Tractorball,2017-10-04,Ninja Whale Studios,Action;Indie;Racing;Sports,6.99
683810,JetFLY : Zordon's EMPIRE,2017-08-30,PriorityStudios,Action;Adventure;Casual;Indie,0.79
683830,Weable,2017-08-22,SPECTRUM GAMES,Action;Casual;Indie,0.79
683840,Galaxia Conquestum,2017-09-15,Alien Octopus Studio,Casual;Indie;Strategy,1.99
683870,Quest of Vidhuraa,2018-04-27,FirstSeed,Action;Adventure;Indie,2.89
683890,Operation Sheep Defense,2017-08-02,spdr870,Indie;Strategy,1.59
683900,RollerCoaster Tycoon® Classic,2017-09-28,Origin8 Technologies Ltd.,Simulation;Strategy,14.99
683910,System Siege,2018-06-12,56 Game Studios,Indie;Strategy;Early Access,3.99
683930,A Wonder,2017-11-13,Class of  2016-2017,Adventure;Casual;Free to Play;Indie,0.0
683970,Entwined: The Perfect Murder,2018-11-12,Urchin Games,Adventure;Casual;Indie,4.79
684000,Wooden Ocean,2017-09-15,Leif Ian Anderson,Indie;RPG;Early Access,9.29
684040,Logos,2018-06-13,Logos Universe,Simulation;Strategy,3.99
684050,Achievement Idler: Black,2018-04-13,IHM Studio,Casual,0.79
684060,The Hero Unmasked!,2017-07-27,Choice of Games,Adventure;Indie;RPG,4.79
684130,Crimson Tide: Operation Online,2017-08-17,RaleachGamesStudio,Violent;Gore;Action;Massively Multiplayer;RPG;Simulation,3.99
684170,Hexlide,2017-09-29,Tooth Decay Entertainment,Casual;Indie;Strategy,3.99
684210,7,2018-01-26,Zac,Adventure;Free to Play;Indie,0.0
684230,Madcap Castle,2017-12-11,Diel Mormac Games,Indie,7.19
684250,月之暗面 The Dark Side Of The Moon,2017-08-21,一杯烟雨游戏工作室,Casual;Free to Play;Indie;Strategy,0.0
684260,Phantom Warfare,2017-08-27,"VR Dreams Technology Co.,Ltd",Violent,10.99
684270,Silicon Zeroes,2017-09-18,PleasingFungus Games,Indie;Simulation,10.99
684300,BLADENET,2017-10-06,Flyleap Studios,Action;Casual;Indie,5.19
684320,HOT PINK,2018-05-24,Wildgrass,Action;Casual;Indie,7.19
684330,Impromptu Vector Field Painter,2017-08-12,Impromptu Games,Animation & Modeling;Utilities,15.49
684380,MermaidVR Video Player,2017-08-15,Mermaid VR Inc.,Utilities;Video Production,0.0
684400,Power War:The First Men,2018-03-22,Andrea Mancuso;Graziano Ferraro,Violent;Action;Indie;Massively Multiplayer,0.0
684410,Bridge Constructor Portal,2017-12-20,ClockStone,Simulation;Strategy,7.19
684420,Steampunk Syndicate 2,2017-09-21,Stereo7 Games,Action;Casual;Indie;Strategy,1.59
684430,JU,2017-10-19,张公子,Indie,0.79
684470,Super Blockbreak 3D,2017-07-29,abstract garden,Action;Casual;Indie,4.99
684490,MonsterS in haha Island (群妖志),2017-08-19,Muggle,Action;Adventure;Indie,0.79
684510,Orn the tiny forest sprite,2018-12-24,FIVE12 GAMES LTD,Action;Adventure;Indie,8.99
684530,Lance A Lot: Enhanced Edition,2017-09-28,Brimstone,Action;Casual;Indie,5.79
684560,Beyond the Wall,2017-08-08,Leprechaun Games,Violent;Gore;Action;Casual;Indie;Early Access,2.09
684570,Dr. Dungeon's MADMAN!,2017-07-27,Robert J. Deutsch,Adventure;RPG;Strategy,10.99
684580,Shoppe Keep 2 - Business and Agriculture RPG Simulation,2019-04-25,Strange Fire,Adventure;Indie;RPG;Simulation;Strategy,7.49
684590,Tale of Enki: Pilgrimage,2019-01-29,Jordan Allen;Howard Ross IV,Adventure;Indie;RPG,6.99
684620,JetX VR,2019-04-11,Singularity Lab,Action;Casual;Racing,10.99
684650,Turret Sector,2017-08-07,Kittik Game Studio,Action;Indie;Strategy,4.99
684680,Polygoneer,2017-08-24,NukGames,Casual;Indie,0.79
684720,Battlegun,2017-08-09,Norven Games;Kaan Köse,Action;Casual;Indie;Massively Multiplayer,0.79
684770,Fall Fear Fly Redemption,2017-10-16,Lobaki,Action;Adventure;Casual;Indie;Sports,0.79
684820,Singularity Roller,2017-08-13,starmops,Action;Adventure;Indie,3.99
684870,Spiral Splatter,2017-08-09,Neonchimp Games,Casual;Indie,3.99
684930,Fantasy ERA,2017-08-10,Fatih KAYA,Adventure;Casual;Indie;Massively Multiplayer;Strategy;Early Access,3.99
684940,LOGistICAL: British Isles,2017-08-08,Sacada,Casual;Indie;Strategy,6.99
684970,Rules of Destruction,2017-08-25,FireBurnGames,Action;Adventure;Casual;RPG;Early Access,5.59
684980,Sudokube,2017-11-15,Phil Blank,Casual;Indie,1.99
685000,BAE,2017-08-07,Riviysky,Casual;Indie,0.79
685020,Spacecraft,2017-08-22,Spacevb Studio,Action;Adventure;Casual;Indie;Simulation,2.09
685040,Mr Rabbit's Jigsaw Puzzle,2017-09-13,Alakhaine Specialist Consulting Limited,Casual;Indie,1.59
685050,Spartan,2017-10-02,Sinister Cyclops Game Studio,Action;Indie,1.69
685120,Geometry World,2017-09-19,Eder Gabriel,Casual;Indie,0.79
685130,Radar Defense,2017-12-28,Adage Games,Indie;Strategy,3.99
685200,Seconds to Square,2017-08-23,Fast Fall Studios,Action;Free to Play;Indie;Early Access,0.0
685230,Alienzix,2017-08-25,Xero TR-MMXZ;Xeneder,Action;Indie,2.09
685240,Paradiddle,2017-10-31,Emre Tanirgan,Casual;Indie;Simulation;Early Access,7.99
685310,Transport Defender,2017-09-11,Coconut Shavers,Casual;Free to Play;Strategy,0.0
685340,Delivery from the Pain,2017-10-05,DigiPotato Studio,Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access,5.69
685370,Jewels of the Mysterious Woodland,2017-08-10,Boogygames Studios,Adventure;Casual;Indie;Strategy,2.79
685390,Pain Train PainPocalypse,2017-08-11,Virtual Top,Action;Indie,3.99
685400,Skelly Selest,2018-05-01,Anthony Case,Action;Indie,3.99
685420,Grace of Zordan,2017-10-25,Cybergrotex,Free to Play;Indie;Strategy;Early Access,0.0
685430,Run Crabby Run - adventure,2017-08-02,Crabby Team,Adventure;Casual;Indie,0.79
685450,Cobos,2017-10-17,Anton Shatalov,Action;Early Access,0.0
685570,TurretMaster,2017-11-28,Hikati Games,Indie;Strategy;Early Access,2.09
685680,Sakura Gamer,2017-10-05,Winged Cloud,Simulation,6.99
685690,Guns'n'Stories: Bulletproof VR,2018-03-08,MIROWIN,Action;Adventure;Casual;Simulation,17.99
685730,VR Darts Zone,2017-09-15,RealityBusters.co,Action;Casual;Indie;Simulation;Sports,5.59
685750,The soldier in the mine,2017-08-14,Laush Dmitriy Sergeevich,Action;Indie,2.09
685760,Stones of Rome,2017-10-16,Nijumi Games,Casual,6.19
685790,Ruthless Safari,2017-08-12,SharkGame,Action;Indie,2.89
685800,Tough Story: Big Hell,2017-09-25,Outlaw,Action;Indie;Early Access,1.59
685910,Battlefleet Engineer,2017-08-18,Tomi Syväjärvi,Indie;Simulation;Strategy;Early Access,3.99
685920,Angry Gnome,2017-08-31,Gorbachev V.A.,Adventure;Casual;Indie,1.69
685950,Joy Pony,2017-08-15,Dio Alias Games;Evgeny Osmet,Casual;Indie;Simulation,0.79
685970,Martha Madison: Forces,2018-02-08,Second Avenue Learning,Casual;Indie,1.69
685990,Forgotten Land,2017-10-09,Donbass Games,Action;Adventure;Indie,0.79
686000,Lightwire,2017-08-24,nonPareil Studios,Casual;Indie;Strategy,0.79
686010,The Hunt - Rebuilt,2017-09-12,Peddler Games,Indie;RPG,0.0
686030,Digital Domain’s Monkey King™,2018-02-06,Digital Domain,Adventure,3.99
686040,ReallyGoodBattle,2018-02-14,Boxhead Games,Action;Indie,2.09
686090,Bloodlines of Prima,2017-09-25,Amazastrophic,Action;Adventure;Indie;Massively Multiplayer;RPG;Early Access,15.49
686100,CanBoom VR,2017-08-22,eiNpictures,Casual;Indie,5.59
686110,Robot Heroes,2017-08-25,Heroes Productions,Action;Indie,1.59
686180,Cat Girl,2017-08-28,夢かき屋,Adventure;Indie,0.79
686190,Killing Time,2017-09-20,ONEONE1,Indie;RPG,1.59
686200,Door Kickers: Action Squad,2018-09-10,PixelShard;KillHouse Games,Action;Casual;Indie;Simulation;Strategy,10.99
686230,OutSplit,2017-08-11,Riviysky,Casual;Indie,0.79
686260,Forged Battalion,2018-08-14,Petroglyph,Indie;Simulation;Strategy,15.49
686340,Insanity VR: Last Score,2017-08-15,Threevol,Violent;Gore;Adventure;Free to Play;Indie,0.0
686360,Dungeons & Treasure VR,2017-11-30,SDC Ventures,Action;Adventure;Indie,14.99
686380,Nightmare at the lighthouse,2017-08-14,LsgStudio,Violent;Gore;Action;Adventure;Indie,3.99
686440,Hard Time,2017-08-16,MDickie,Action;Adventure;Indie;RPG;Simulation,3.99
686450,The Little Ball That Could,2017-09-12,NaissusWorks,Action;Adventure;Indie,5.59
686490,ArkanoidSmoking,2017-08-14,StalkerAlex..,Casual;Indie,0.79
686500,Sylvio 2,2017-10-11,Stroboskop,Adventure,10.99
686510,Fatty Rabbit Hole,2017-08-21,Martin Crownover,Action;Casual;Indie,2.09
686520,Gnomes Garden New home,2017-12-14,Toyman;Creobit,Casual;Strategy,3.99
686550,Trivia Vault: Mixed Trivia,2017-08-11,Ripknot Systems,Action;Casual;Indie;Simulation;Strategy,14.99
686570,Freedom Defender,2017-08-25,League of Sweat Ent.,Casual;Indie;Strategy,3.99
686580,Storms of Shambhala,2017-10-11,Corwin Peters,Action;Adventure;Casual;Indie;Strategy,7.19
686600,Rapture Rejects,2018-11-29,Galvanic Games;Explosm Games,Action;Indie;Massively Multiplayer;Early Access,15.49
686610,Sobreviva,2017-08-23,Marafigogames,Action;Adventure;Casual;Indie;Strategy,1.69
686620,3D Mahjong worlds,2018-04-16,PixelBrain Studio,Casual;Indie,5.79
686630,Bricks In The Box,2018-07-11,Nanite Storm,Casual;Indie,2.89
686640,Space Panic Arena,2017-08-03,Xefier Games Inc.,Action;Early Access,11.99
686680,Computer Tycoon,2017-10-12,Progorion,Indie;Simulation;Strategy;Early Access,15.49
686740,Haunted Dungeons: Hyakki Castle,2017-11-14,Happinet,Action;Adventure;RPG,10.99
686760,Carpe Diem: Reboot,2017-09-29,Moonlit Works,Casual;Indie,3.99
686870,Lost Items,2017-08-03,ZoR Dev,Free to Play;Indie;Early Access,0.0
686900,Bronze Age - HD Edition,2017-09-25,Clarus Victoria,Casual;Indie;Simulation;Strategy,1.99
686910,Delirium,2017-08-31,Night Whale,Indie,3.99
686940,Captivus,2017-10-03,Christopher Howard,Casual;Strategy;Early Access,0.0
686950,AESCULAP® OrthoPilot®Elite VR Palpation,2017-09-18,NMY Mixed-Reality Communication GmbH,Casual;Free to Play;Simulation,0.0
687260,Tokyo Dark,2017-09-07,Cherrymochi,Adventure,13.59
687270,Divide,2017-11-17,Exploding Tuba Studios,Action;Adventure;Indie,15.49
687280,The Awakening,2017-09-21,Dark Polygon Ltda.;Jalomot Ltda.,Free to Play;Strategy,0.0
687310,Xenia,2017-09-01,Dimitrios Floros,Action;Indie,3.99
687320,MINE!,2017-09-05,Tantrum Lab,Action,0.0
687360,Doodle Jamboree,2017-09-26,Mike Laraman,Indie,1.59
687390,Huedango,2017-08-25,Decerion,Casual;Indie;Simulation,0.79
687480,Trivia Vault: Science & History Trivia,2017-08-14,Ripknot Systems,Casual;Indie;Simulation;Strategy,9.99
687490,Trivia Vault: Super Heroes Trivia,2017-08-15,Ripknot Systems,Casual;Indie;Simulation;Strategy,9.99
687510,WireNet,2017-08-25,Xero TR-MMXZ,Action;Casual;Indie,2.09
687540,Tasty Planet,2017-11-02,Dingo Games,Action;Adventure;Casual;Indie,3.99
687560,Avoid The Monsters,2017-08-15,Wouter van Oortmerssen,RPG;Strategy,0.79
687590,Juniper's Knot,2017-08-29,Dischan Media,Casual;Indie,0.0
687600,Magic Pixel Picross,2017-08-15,"Shandong Jerei Digital Technology Co.,LTD.",Indie;Strategy,2.79
687610,Cat vs. Corgis,2017-08-24,Team 7 Lives,Adventure;Indie,4.99
687630,Epic Cards Battle 2 (TCG),2018-09-07,momoStorm Entertainment,Adventure;Casual;Free to Play;Strategy,0.0
687640,Infinity Assassin (VR),2017-09-01,"MAMMOSSIX Co., Ltd.",Action;Adventure;Indie;RPG;Strategy;Early Access,7.19
687650,辣条杂货店:令人感动的童年回忆，经典策略模拟经营解密,2017-08-17,微信公众号：萌石,Indie;RPG;Simulation;Strategy,4.79
687720,Baobabs Mausoleum Ep. 2: 1313 Barnabas Dead End Drive,2018-02-27,Celery Emblem™,Adventure;Indie,4.79
687730,My Way VR,2017-11-20,Destinations VR,Casual;Simulation,0.0
687750,Yandere School,2017-09-01,Tea & Cake Games,Violent;Action;Indie,3.99
687760,Occultus - Mediterranean Cabal,2017-11-01,Sylphe Labs,Adventure,3.99
687830,Transparent Black,2017-08-24,LR Studio,Gore;Adventure;Indie;RPG,0.79
687850,Head Goal: Soccer Online,2017-08-18,Unusualsoft,Action;Free to Play;Sports,0.0
687870,CINEVR - The Movie Theater,2017-08-28,CINEMUR,Utilities,0.0
687890,Runaway VR,2017-08-04,Panoramik Inc,Action;Adventure;Casual;Indie,5.99
687900,unWorded,2017-10-10,Bento Studio,Adventure;Indie,2.89
687920,Tropical Liquor,2018-03-09,Tentacle Games,Sexual Content;Nudity;Casual;Indie,7.19
687980,Mothlight,2017-08-25,Samu,Free to Play;Indie;RPG,0.0
688000,Trials of the Thief-Taker,2017-08-10,Choice of Games,Adventure;Indie;RPG,2.89
688020,Kitchen Simulator 2,2017-08-17,WhackAKey Games,Casual;Indie;Simulation,0.79
688050,BoidWatch,2017-09-01,Emmett Baber,Indie;Simulation,0.79
688060,Odd Realm,2019-01-10,Unknown Origin Games Inc,Indie;Simulation;Strategy;Early Access,7.19
688070,Legendary Gary,2018-02-20,Evan Rogers,Adventure;Casual;Indie;Strategy,11.39
688110,BlockGame,2017-09-12,Tyler Pomplon,Casual;Indie,2.89
688130,Pogostuck: Rage With Your Friends,2019-02-28,Hendrik Felix Pohl,Action;Adventure;Casual;Indie,5.99
688140,Tempest 4000,2018-07-17,Llamasoft Ltd.,Casual,15.49
688170,Denki Gaka's Bombshell,2017-08-16,Denki Gaka,Casual;Strategy,1.99
688200,Cassandra's Fabulous Foray,2018-02-07,Arcani Interactive,Casual;Indie,0.79
688210,Deathlands,2017-11-24,Frost Studios,Indie;Massively Multiplayer;Strategy;Early Access,3.99
688260,Morph Girl,2017-08-30,Jaydeb,Adventure;Indie,2.99
688330,Zombie Commando 3D,2017-08-27,YouzuStar,Adventure,4.99
688350,Wrath of the Goliaths: Dinosaurs,2018-09-13,Ascendence Studios,Action;Adventure;Casual;Indie;Simulation;Early Access,11.39
688360,Destiny of Blood / 血之命运,2017-08-25,tengenstudio,Indie;RPG;Strategy;Early Access,1.69
688370,Cyberoque,2018-11-26,Dnovel,Action;Adventure;Casual;Indie,3.99
688380,Restoration,2017-08-18,Team Syukino,Indie;RPG,2.09
688400,Geostorm - Turn Based Puzzle Game,2017-10-30,Sticky Studios,Action;Casual;Strategy,7.19
688420,Bad North,2018-11-16,Plausible Concept,Action;Indie;Simulation,11.99
688450,Old Adventure,2017-12-12,Stroe Andrei,Action;Adventure;Indie,0.79
688470,汉匈决战/Han Xiongnu Wars,2017-12-07,"Chongqing Shangshixuan Technology Co., Ltd.,",Action;RPG,9.29
688480,EVE: Valkyrie – Warzone,2017-09-26,CCP,Action,24.99
688500,Rise of One,2017-09-07,Patriot Game Studio,Action;Free to Play;Indie;Strategy;Early Access,0.0
688570,Romance with Chocolate - Hidden Object in Paris. HOPA,2017-09-28,Crisp App Studio,Adventure;Casual;Indie,1.99
688580,Tanker,2017-08-21,Alexey Volonsky,Casual;Indie,3.19
688590,Hard Rock Zombie Truck,2017-09-14,Rumata Lab,Action;Casual;Indie;Racing;Simulation,3.19
688600,Lost In Purple,2017-08-21,Platoniax Studio,Action;Adventure;Indie;RPG,3.19
688620,Tiny Force Deluxe,2017-10-12,Sinergia Studios,Casual;Indie;RPG;Strategy,4.79
688630,Nightork Adventures 2 - Legacy of Chaos,2017-09-04,Warptear Entertainment,Action;Indie;Simulation,1.59
688650,You Doesn't Exist,2017-09-26,Yo252yo,Free to Play;RPG,0.0
688680,Oswald's Adventure,2017-08-21,Dede Bayi,Adventure;Indie;RPG,1.99
688690,YOBA,2017-08-17,PEKA Gaming,Indie,2.89
688720,Infinity Fall,2017-08-30,KorteGames,Action;Adventure;Indie,10.99
688770,TETRUX: Online,2019-01-07,Visigames,Action;Casual;Indie,4.79
688780,Taras Bulba and platforms of Hoolion,2017-08-11,TarasB,Violent;Gore;Action,1.59
688790,Nebula Nuker,2017-12-21,Octopi is not a Word,Action;Casual;Indie,0.79
688800,Paralysis,2018-03-23,Justin Jackson,Violent;Gore;Action;Casual;Indie;Early Access,2.09
688880,Cynoclept: The Game,2017-08-25,Cynoclept;Hazzcore,Violent;Gore;Action;Adventure;Early Access,0.79
688930,City of Ages: Picture Supportive Text MUD (server and client included),2017-10-13,Darren N Lory,Adventure;Indie;Massively Multiplayer;RPG;Strategy,3.99
688940,Steve's Pub - Soda on tap,2018-09-20,gitcare,Action;Casual;Free to Play;Indie,0.0
689000,Vulture,2017-09-08,Cubic Timeline Productions Inc.,Action;Indie,7.19
689020,final m00n - Defender of the Cubes - Day one Edition,2019-01-30,Frank Gallinsky;Yuri Bechthold,Action;Adventure;Casual;Indie;Strategy,54.99
689030,Infection Rate,2017-09-08,AL Games,Action;Indie,4.99
689040,Scuttlers,2018-09-03,Open Mid Interactive,Action;Casual;Indie;Racing,3.99
689050,Next Stop: Zombie,2017-12-21,"Humanture, Inc.",Violent;Indie,0.79
689060,Psychical Madness,2017-08-25,AYE Technology,Action;Adventure;Indie,2.79
689070,Asyula 方舟之链,2017-08-09,ShiinaYashiro,Adventure;Indie;RPG,1.69
689080,Minimized II,2017-08-23,Crystal Box Team,Action;Adventure;Indie,2.79
689090,Microtransaction Simulator,2017-09-14,chlsea,Free to Play;Simulation,0.0
689100,Ravager,2017-09-01,Nikhil Tailor;Ariflare,Action;Adventure;Indie,5.99
689120,Scuffle Scoundrels,2017-09-08,Moped Games;Random Dragon Games;Nerve Damage Games,Action;Indie;Early Access,3.99
689160,Eruption,2017-08-04,"Lava Flow Games, LLC",Indie,3.99
689170,Potemkin,2018-05-09,Vasily Wosck,Indie;Simulation;Strategy,4.95
689180,Trivia Vault: 1980's Trivia,2017-08-16,Ripknot Systems,Casual;Indie;Simulation;Strategy,9.99
689210,The Museum of ThroughView,2017-08-17,Erwin Wolf,Adventure;Indie;Simulation,6.99
689270,Chessia,2018-09-20,Hakki Ozturk;Halil Ibrahim Ozturk,Casual;Indie;Sports;Strategy,5.59
689290,My RC Buggy! VR,2018-06-15,Chun Y.,Casual;Indie;Racing,0.79
689300,Monsteria,2017-08-08,Sharkbird,Action;Casual;Indie,5.79
689340,LOGistICAL: USA - Florida,2017-08-29,Sacada,Casual;Indie;Strategy,4.79
689350,Ruin City Gasolina,2017-08-16,LillyWelland inc.,Action;Indie,0.79
689360,The Thirst of Hearts,2017-08-26,Mikhail Melnikov,Adventure;Casual;Indie,0.79
689400,Madu Maths,2017-09-01,Tzar Leonardi,Casual;Free to Play;Indie,0.0
689480,Leon's crusade (La cruzada de León),2017-08-11,Molosoft,Action;Adventure;Indie,2.09
689520,★ Fallalypse ★,2017-09-12,hede,Action;Adventure;Indie;RPG;Strategy;Early Access,4.99
689570,BattleCore Arena,2017-10-04,Cosmic Ray Studio,Action;Indie;Early Access,9.29
689580,TurnSignal,2017-08-28,Ben Otter,Software Training;Utilities,0.0
689600,Little Earth,2017-08-22,RedRabbit Animation,Casual;Indie;Simulation;Early Access,3.99
689610,Hunt 'n Sneak,2019-04-09,Pixel Engineers,Action;Casual;Indie,15.49
689620,Alpha Mike Foxtrot VR - AMF VR,2018-05-07,SUBLEVEL ONE STUDIOS,Violent;Action;Indie;Simulation,7.19
689650,Les Fleursword,2017-08-23,MagicHouse,Adventure;Indie,1.59
689680,Memories,2017-11-18,Revoked Studio,Violent;Adventure,3.99
689700,Mad Crown,2018-09-27,S-Game,Adventure;Indie;Strategy,6.99
689710,Hop Step Sing! Kimamani☆Summer vacation (HQ Edition),2017-08-17,Kodansha;Polygon Pictures Inc.;Lantis,Casual,4.99
689740,Mystery Loss,2017-09-21,InterSol OOO,Casual,5.59
689750,Youtubers Clicker,2017-08-15,waterxmelon,Casual;Indie;Simulation,0.79
689830,DUELEUM,2017-09-15,nohoho (Individual),Action;Free to Play;Early Access,0.0
689850,DlodloVRPlayer,2017-11-19,DLODLO,Utilities,2.89
689880,Bee Aware!,2018-08-31,Danny E.K. van der Kolk,Casual;Indie,2.89
689900,Darkestville Castle,2017-09-21,Epic LLama,Adventure;Indie,10.99
689910,Another Lost Phone: Laura's Story,2017-09-21,Accidental Queens,Casual;Indie,2.99
690000,Slimebrawl,2017-11-20,Koloss Kolektiv,Action;Casual;Indie,2.09
690040,SUPERHOT: MIND CONTROL DELETE,2017-12-07,SUPERHOT Team,Action;Indie;Early Access,9.29
690060,SORE,2017-10-05,Bazitov Mikhail,Free to Play;Indie,0.0
690080,Deadly Traps,2017-08-29,BT Studios,Action;Indie,0.79
690120,Inked,2018-04-26,Somnium Games d.o.o.,Adventure;Casual;Indie,15.49
690130,FlatFatCat,2017-08-15,Rainware,Action;Casual;Indie,2.09
690140,Sword Legacy Omen,2018-08-13,Firecast Studio;Fableware Narrative Design,Action;Adventure;Indie;RPG;Strategy,14.99
690150,Fossil Hunters,2018-02-13,Reptoid Games,Action;Adventure;Indie,10.99
690200,Capsular,2018-04-27,Gunschlinger,Action;Indie;Early Access,0.0
690220,Call Me Skyfish,2017-08-15,Gerald David Becker,Action,0.0
690240,Trivia Vault: Classic Rock Trivia,2017-08-17,Ripknot Systems,Action;Casual;Indie;Simulation;Strategy,9.99
690250,Judge Dredd 95,2018-05-22,Probe Software,Action,4.79
690260,Tower Miners,2017-09-15,CaveDave,Action;Casual;Indie;Strategy,1.99
690280,ASMR Universe 2,2017-09-07,Colossal Wreck,Audio Production;Utilities,4.99
690310,SiegeVR,2018-03-20,Sixense Studios,Action,3.99
690350,Endless Combat,2017-11-12,Fatalitech,Action;Casual;Indie;Early Access,3.99
690400,Rainbow Step,2017-09-28,AMG GAMES,Action;Adventure;Indie,1.99
690410,Twisted: Enhanced Edition,2018-04-26,Games by Brundle,Action;Indie;Early Access,7.19
690440,Korvae in space,2017-08-25,David J Ozsvath,Action;Indie,0.79
690460,Sky Hunter,2017-11-09,Codex7,Action;Massively Multiplayer,8.29
690510,Black Survival / 黑色幸存者,2019-03-19,O'olBlue Inc.,Free to Play;Indie;Strategy,0.0
690530,灵魂筹码 Soul at Stake,2018-06-25,Chongming Studio,Action;Indie;RPG;Early Access,13.99
690550,Pogo,2018-12-21,kangawallapuss,Action;Indie,3.99
690560,I Am Overburdened,2017-11-02,Magic Item Tech,Indie;RPG,3.99
690570,Drone Racer: Canyons,2017-08-29,RedForce Games,Casual;Indie;Racing,0.99
690580,Evil Spirits,2017-08-24,Exciting Games,Action;Adventure;Simulation,0.79
690610,MagiCats Builder (Crazy Dreamz),2018-07-10,Dreamz Studio,Adventure;Free to Play;Indie,0.0
690620,Downward Spiral: Horus Station,2018-05-31,3rd Eye Studios,Action;Adventure;Indie,14.99
690630,Light Fantastik,2018-03-12,Hayali,Indie,2.89
690670,Klondike Solitaire Kings,2017-08-16,Klondike Solitaire Kings,Adventure;Casual;Indie;RPG;Simulation;Sports;Strategy,3.99
690710,HEIANKYO ALIEN / 平安京エイリアン,2017-10-13,"Mindware Co.,Ltd.",Action;Indie,10.59
690740,BOOKS,2017-08-23,UNIOCS,Casual;Indie,0.79
690790,DiRT Rally 2.0,2019-02-25,Codemasters,Racing;Simulation;Sports,44.99
690810,Killing Floor: Incursion,2017-11-14,Tripwire Interactive,Action,15.49
690820,The Sunset 2096,2018-06-04,TheBlavas,Action;Indie;RPG,1.69
690830,Foundation,2019-02-01,Polymorph Games,Indie;Simulation;Strategy;Early Access,26.99
690840,Martha Madison: Simple Machines Volume 1,2018-02-08,Second Avenue Learning,Casual;Indie,1.69
690850,Magibot,2017-12-18,Studio Baikin,Action;Adventure;Indie;Strategy,10.29
690860,Pirate Jump 2,2017-08-23,EnsenaSoft,Action;Casual;Indie,0.79
690930,Evening Surprise,2017-09-15,Aleksandr Soldatov;Leonid Kozhushko,Free to Play;Indie,0.0
690950,Skeleton Sprint,2017-10-31,ScTiger;Delta,Adventure;Indie;Racing;Strategy;Early Access,1.59
691020,Fog Of War - Free Edition,2018-02-22,Monkeys Lab.,Violent;Gore;Action;Free to Play;Indie;Massively Multiplayer,0.0
691080,3D Hardcore Cube,2017-08-22,Laush Dmitriy Sergeevich,Action;Indie,2.09
691130,The Dropping of The Dead,2017-08-17,G. Malta,Action;Casual;Indie,0.79
691150,Saku Saku: Love Blooms with the Cherry Blossoms,2017-10-02,PALETTE,Sexual Content;Nudity;Casual,15.49
691160,Electronauts - VR Music,2018-08-07,Survios,Casual;Indie,15.49
691190,Desktop Audio Visualizer,2018-12-17,JoyfulStudio,Animation & Modeling;Audio Production;Utilities,2.09
691220,Parkour,2017-09-02,Mubeat Studio,Action;Casual;Indie,0.79
691240,Going Nowhere: The Dream,2017-11-22,Nowhere Town,Adventure;Indie,2.89
691250,Charlie the Duck,2017-09-22,Mike Wiering,Action;Adventure;Casual;Indie,4.99
691280,SINNER: Sacrifice for Redemption,2018-10-22,DARK STAR,Action;Indie,14.49
691320,Gun Club VR,2018-08-27,The Binary Mill,Action;Indie;Simulation,15.49
691390,Alchemage,2017-09-15,Arupaca Laboratories,Action;Adventure;Indie;Early Access,6.99
691420,Continuous Girl,2019-03-05,Lust star,Adventure;Casual;Indie,1.69
691430,Firebird - The Unfinished,2018-04-27,Innerspace VR,Casual;Indie,3.99
691450,Misao: Definitive Edition,2017-10-25,sen,Adventure;Casual;Indie,3.99
691540,Space Fighter,2017-09-14,Roger Barton,Action;Free to Play,0.0
691570,Wingless,2017-08-22,Kentoo Sp. z o.o.,Action;Casual;Indie,2.99
691580,"Maggie's Movies - Camera, Action!",2017-09-13,World-Loom,Adventure;Casual;Indie;Simulation,9.99
691590,KryptCrawler,2018-06-05,CrazyBunch,Action;Adventure,5.79
691600,Mission 1545,2017-12-01,City Quests Media UK,Adventure;Casual;Indie;RPG;Strategy,2.09
691620,Death Rings of Jupiter,2017-12-01,Albatross Wirehead,Action;Indie;RPG,1.69
691630,STELLATUM,2015-09-15,Satur Entertainment,Action;Casual;Indie;RPG;Simulation,5.79
691640,RoadRunner VR,2017-10-16,Hot Knife Digital Media,Adventure;Casual;Indie;Racing,2.09
691650,Kaet Must Die!,2018-04-05,"Strength in Numbers Studios, Inc",Violent;Gore;Action;Adventure;Indie,11.39
691680,Ganbatte,2018-04-19,Mimicry,Casual;Indie;Early Access,5.19
691690,Ash of Gods: Redemption,2018-03-23,AurumDust,Adventure;Indie;RPG;Strategy,19.49
691700,Triton Wing,2017-08-22,Alien Mind,Action,2.89
691720,RetroGunX VR,2017-09-05,AppsByBrats,Action;Indie,8.99
691730,FPV Drone Simulator,2017-09-09,DreamEscape,Free to Play;Racing;Simulation;Early Access,0.0
691750,Andromeda Wing,2017-08-25,Adam John Adkins,Action;Indie,2.89
